# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20231110-20231114
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
011M2OA,United States,New Hampshire,Keene,1
011M70A,United States,New Hampshire,Keene,1
011MZ0A,United States,New Hampshire,Keene,1
012H1B,Germany,Baden-Wurttemberg,(not set),1
012H2113,Germany,Baden-Wurttemberg,(not set),1
012H21A,Germany,Baden-Wurttemberg,(not set),1
012H21B-MODERNA,Germany,Baden-Wurttemberg,(not set),1
012M20A,United States,Florida,Melbourne,1
012M20A,United States,Michigan,Mancelona,1
012M20A,United States,Nevada,Las Vegas,1
013C20A,United States,New York,New York,1
013FZ1A,United States,California,Corning,1
013H22A,United States,Connecticut,Middletown,1
013L20A,Australia,New South Wales,Sydney,1
013L20A,United States,North Carolina,Williamston,1
013M20A,United States,California,Quincy,1
013M20A,United States,New York,Lake Carmel,1
013MZOA,United States,California,Quincy,1
013N20A,United States,Arkansas,Camden,1
014C211A,United States,New York,New York,1
014C21A,United States,Texas,Houston,1
014C21A-H,United States,New York,New York,1
014E21A,Canada,Alberta,Hinton,1
014M20A,Australia,New South Wales,Sydney,1
014M20A,United States,Nevada,Las Vegas,1
015H22A,United States,Tennessee,Memphis,1
015M20A,United States,Virginia,Virginia Beach,1
016B21A,United States,Florida,(not set),1
016B22A,United States,Georgia,Atlanta,1
016B22A,United States,Texas,Dallas,1
016C21A,United States,Kansas,Oakley,1
016C21A,United States,Kentucky,Owensboro,1
016E21A,Canada,Alberta,Calgary,1
016E21A,Canada,British Columbia,Victoria,1
016E21A,Canada,Newfoundland and Labrador,St. John's,1
016E21A,Canada,Ontario,Cobourg,1
016E21A,Canada,Ontario,Ottawa,1
016G21A,Italy,Emilia-Romagna,Cesena,1
016G21A,Spain,Community of Madrid,Madrid,1
016G21A (27/04/,Spain,Community of Madrid,Madrid,1
017B21A,United States,Illinois,Moline,1
017C21A,United States,Maryland,East Riverdale,1
017C21A,United States,North Carolina,Charlotte,1
017C21A,United States,Washington,Seattle,1
017F21A,Canada,Quebec,Lac-Megantic,1
017F21A,United States,Florida,(not set),1
019B21A,United States,Massachusetts,Boston,1
019B21A,United States,New York,Yonkers,1
019B21A,United States,North Dakota,Dickinson,1
020F21A,United States,Georgia,Atlanta,1
021021A,Germany,Hessen,Frankfurt,1
0211B21A,Nepal,(not set),(not set),1
021B21A,United States,New Hampshire,Manchester,1
021B21A,United States,New York,Buffalo,1
021B21A,United States,Oklahoma,Checotah,1
021C21A,United States,California,Dorris,1
021C21A,United States,California,San Diego,1
021C21A,United States,Washington,Seattle,1
022C21A,United States,New York,(not set),1
022M20A,United States,Michigan,Grand Rapids,1
023M20A,Canada,Quebec,Montreal,1
023M20A,United States,Tennessee,Memphis,1
023M20A,United States,Texas,Euless,1
024C21A,United States,Washington,Leavenworth,1
024M20A,United States,New York,Lake Carmel,1
024M20A,United States,Washington,Kirkland,1
025A21A,United States,Arkansas,Mountain Home,1
025A21A,United States,Florida,(not set),1
025B21A,United States,Delaware,Wilmington,1
025B21A,United States,Massachusetts,Boston,1
025D21A,United States,Florida,Daytona Beach,1
025L20A,United Kingdom,,,1
025L20A,United States,Colorado,Fruita,1
025L20A,United States,Montana,Circle,1
025L20A,United States,Montana,Stevensville,1
025L2OA,United Kingdom,,,1
025LZ0A,United States,Colorado,Fruita,1
026620A,United States,Virginia,Ashburn,1
026A21A,Australia,New South Wales,Sydney,1
026A21A,United States,New Hampshire,Manchester,1
026B21A,United States,California,Los Angeles,1
026B21A,United States,Oklahoma,Pryor,1
026L20A,United States,Massachusetts,Boston,1
026L20A,United States,Virginia,Virginia Beach,1
026L21B,Germany,North Rhine-Westphalia,Cologne,1
026L2OA,United States,Alaska,Anchorage,1
026L2OA,United States,Massachusetts,Boston,1
027A21A,United States,New York,Buffalo,1
027A21A,United States,South Carolina,Roebuck,1
027B21A,United States,Florida,Palm Bay,1
027B21A,United States,Washington,Seattle,1
027E22A,United States,South Carolina,Roebuck,1
028A21A,United States,California,Calabasas,1
028A21A,United States,Kansas,Oakley,1
029A21A,United States,California,Quincy,1
029LZ0A,United States,Alaska,Ketchikan,1
030A21A,United States,Massachusetts,Boston,1
030C21A,United States,California,Shasta Lake,1
030M20A,United States,Alabama,Mobile,1
030M20A,United States,Massachusetts,Boston,1
030M20A,United States,Massachusetts,Westwood,1
030M2OA,United States,Alaska,Anchorage,1
031521A,Germany,Baden-Wurttemberg,(not set),1
031A21A,United States,Texas,(not set),1
031A21A,United States,Texas,Dallas,1
031H21A,United States,Illinois,Chicago,1
031H21A,United States,Iowa,Clinton,1
031L20A,United States,Florida,(not set),1
031L20A,United States,Idaho,Boise,1
032B21A,United States,California,Fountain Valley,1
032H21A,United States,Illinois,Chicago,1
032H21A,United States,Iowa,Des Moines,1
032L20A,United Kingdom,,,1
032M20A,United States,Louisiana,(not set),1
032M20A,United States,New York,Lake Carmel,1
033B21A,United States,New York,(not set),1
034C21A,United States,Iowa,Des Moines,1
034F21A,United States,South Carolina,Roebuck,1
035C21A,United States,Virginia,Ashburn,1
03621A,United States,Texas,Dallas,1
03621A,United States,Texas,Houston,1
036A21A,United States,California,Los Angeles,1
036A21A,United States,Massachusetts,Westwood,1
036A21A,United States,New York,Yonkers,1
036B21A,United States,Alabama,Mobile,1
036B21A,United States,Delaware,Wilmington,1
036B21A,United States,New York,New York,1
036B21A,United States,Texas,Houston,1
036C21A,United States,Maryland,East Riverdale,1
037A22B,United States,Washington,Seattle,1
037C214,United States,Washington,Seattle,1
038A22A,United States,California,Corning,1
038D21A,Puerto Rico,San Juan,San Juan,1
039K20A,Germany,North Rhine-Westphalia,Cologne,1
039K20A,United States,Florida,Zephyrhills,1
039K20A,United States,Georgia,Atlanta,1
039K20A,United States,Massachusetts,Boston,1
039K20A,United States,Michigan,Eaton Rapids,1
040A21A,United States,California,Shasta Lake,1
040A21A,United States,Michigan,Grand Rapids,1
040B21A,United States,California,Shasta Lake,1
040C21A,United States,Tennessee,Nashville,1
041A21A,United States,California,San Jose,1
041L20A,United States,California,Shasta Lake,1
041L20A,United States,Idaho,Boise,1
042120A,United States,New York,New York,1
042A21A,United States,Tennessee,Brentwood,1
042B21-2A,United States,Massachusetts,Boston,1
042B21A,United States,California,Los Angeles,1
042B21A,United States,North Carolina,Charlotte,1
042D21A,Canada,Ontario,Mississauga,1
042L20A,United States,California,Quincy,1
043021A,Canada,British Columbia,Prince George,1
043B21A,United States,Florida,North Fort Myers,1
043D21A,Canada,British Columbia,Prince George,1
043L20A,United States,Alabama,Mobile,1
043L20A,United States,Ohio,Nelsonville,1
044A21A,United States,Arkansas,Camden,1
044A21A,United States,Idaho,Boise,1
044B21A,Canada,British Columbia,Prince George,1
044B21A,Canada,British Columbia,Vancouver,1
044B21A,United States,Texas,Dallas,1
044D21A,Canada,Ontario,Blind River,1
044D21A,Canada,Ontario,St. Catharines,1
044D21A,Canada,Ontario,Vaughan,1
044D21A,Canada,Quebec,Amos,1
044G21A,Germany,Saxony,Dresden,1
044G21A,Thailand,Prachuap Khiri Khan,Ko Lak,1
044G21A,United States,Connecticut,Clinton,1
044G21A,United States,Florida,Jan Phyl Village,1
044G21A,United States,Florida,Sebring,1
044G21A,United States,Indiana,Crawfordsville,1
044G21A,United States,Oregon,Medford,1
044G21A,United States,Pennsylvania,Slatington,1
044G21ABS,Netherlands,South Holland,Noordwijk,1
044G21ABS,United States,Pennsylvania,Slatington,1
045021A,Canada,Alberta,Calgary,1
045A21A,United States,North Carolina,,1
045B21A,United States,Georgia,Atlanta,1
045D21A,Canada,British Columbia,Osoyoos,1
045D21A,Canada,British Columbia,Victoria,1
045D21A,Canada,Newfoundland and Labrador,St. John's,1
045G21A,Italy,Lombardy,Milan,1
045J21A,United States,Texas,Edinburg,1
046A21A,Australia,New South Wales,Sydney,1
046B21A,United States,Kansas,El Dorado,1
046G21A,Germany,Saxony,Dresden,1
047A21A,United States,California,Calabasas,1
0481321A,United States,Alabama,Mobile,1
048A21A,United States,Florida,Tallahassee,1
048B21A,United States,Alabama,Mobile,1
048B21A,United States,Massachusetts,Boston,1
048F21A,United States,Florida,Daytona Beach,1
048L21A,United States,Arkansas,Russellville,1
048L21A,United States,New York,(not set),1
048L21A,United States,Virginia,Ashburn,1
049L21A,United States,Tennessee,Memphis,1
050C21A,Canada,Ontario,Windsor,1
050C21A,United States,Washington,Bellevue,1
050E21A,United States,Florida,Miami,1
050E21A,United States,Massachusetts,Franklin,1
050E21A,United States,North Carolina,,1
051C21A,United States,Washington,Bellevue,1
052C21A,Canada,British Columbia,Osoyoos,1
052C21A,Canada,Ontario,Mississauga,1
053C21A,Germany,North Rhine-Westphalia,Cologne,1
054C214,United States,New York,New York,1
054C214,United States,Ohio,Ashland,1
054C21A,United States,California,Los Angeles,1
054C21A,United States,Florida,Miami,1
057M21A,United States,Nevada,Las Vegas,1
058H21A,United States,New Hampshire,Manchester,1
059H21A,United States,Indiana,Columbus,1
060A22A,United States,Georgia,Atlanta,1
060H21A,United States,New York,(not set),1
060H21A,United States,Texas,Euless,1
061E21A,United States,Alabama,(not set),1
061EZ1A,United States,Massachusetts,Franklin,1
061F22A,United States,Virginia,Ashburn,1
062EZIA,United States,Georgia,,1
062H21A,Canada,Manitoba,Winnipeg,1
065F21A,United States,Arizona,Tucson,1
066F21A,United States,California,Calabasas,1
066H21A,United States,Florida,(not set),1
067H21A,Puerto Rico,San Juan,San Juan,1
068H21A,United States,Louisiana,(not set),1
068H21A,United States,New York,New York,1
069F21A,United States,Washington,Seattle,1
070H21A,United States,New York,Lake Carmel,1
071F21A,United States,California,Calabasas,1
077C21B,United States,Texas,Dallas,1
083J21A,United States,Arkansas,Russellville,1
083J21A,United States,Colorado,Denver,1
085D21A,Canada,Ontario,Barrie,1
085D21A,Canada,Quebec,Montreal,1
088D21A,United States,Florida,Pine Ridge,1
091D21A,United States,Georgia,Dawson,1
091D21A,United States,New York,New York,1
092D21A,Canada,Ontario,Oakville,1
092D21A,Canada,Ontario,Toronto,1
092F21A,Germany,Saarland,Saarbrucken,1
093D21A,Canada,Alberta,Calgary,1
093D21A,Canada,Ontario,Peterborough,1
093D21A,Canada,Ontario,Toronto,1
093D21A,United States,New York,New York,1
094F21A,Italy,Lombardy,Milan,1
094F21A,Netherlands,North Brabant,Eindhoven,1
094F21A,Netherlands,North Brabant,Roosendaal,1
094F21A,Netherlands,South Holland,Rotterdam,1
1111-20-30130BA,United States,Massachusetts,Plymouth,1
1111-20-ER8731,United States,Illinois,Chicago,1
1111-20-ER8735,United States,Florida,(not set),1
1111-20-EW0167,United States,North Carolina,Waxhaw,1
1111-20-EW0171,Egypt,Cairo Governorate,Cairo,1
1111-20-EW0172,United States,Georgia,Atlanta,1
1111-20-EW0176,United States,North Carolina,Waxhaw,1
1111-20-FF2587,United States,Illinois,Chicago,1
1111-FJ1611,United States,North Carolina,Monroe,1
1119349007,Czechia,Prague,Prague,1
1234,Luxembourg,(not set),(not set),1
1234,Switzerland,Zurich,Dietikon,1
12345,Australia,Western Australia,Perth,1
12345,United Kingdom,England,Thetford,1
123456,Germany,Berlin,Berlin,1
123456,Luxembourg,(not set),(not set),1
123456,United States,California,El Cajon,1
1805020,United States,Montana,Kalispell,1
1805029,United States,Illinois,Chicago,1
1805031,United States,Missouri,Warrenton,1
1805031,United States,Wisconsin,Milwaukee,1
1808978,United States,Florida,Orlando,1
1809878,United States,Mississippi,Cleveland,1
1820095,Andorra,(not set),(not set),1
1820095,South Korea,Gyeonggi-do,Anyang-si,1
1820095,United States,Minnesota,Duluth,1
1821288,United States,Washington,Seattle,1
1822811,United States,Mississippi,Horn Lake,1
1855191,United States,California,San Diego,1
1855194,United States,Iowa,Clinton,1
1855194,United States,Maryland,Baltimore,1
1: EW4815,Czechia,Liberec Region,Tanvald,1
1: EW4815,Spain,Basque Country,Vitoria-Gasteiz,1
1C006A,Germany,Bavaria,Roth,1
1C007A,Germany,Hessen,Frankfurt,1
1C007A,Germany,Lower Saxony,Goslar,1
1C007A,Germany,North Rhine-Westphalia,Winterberg,1
1C007A,Netherlands,South Holland,(not set),1
1C008A,Germany,Baden-Wurttemberg,(not set),1
1C008A,Germany,Bavaria,Buch am Erlbach,1
1C008A,Germany,Bavaria,Munich,1
1C008A,Germany,Saxony,Zwickau,1
1C009A,Germany,Baden-Wurttemberg,Mannheim,1
1C009A,Germany,Baden-Wurttemberg,Sindelfingen,1
1C009A,Germany,Baden-Wurttemberg,Stuttgart,1
1C011A,France,Bourgogne-Franche-Comte,71480,1
1C011A,Germany,Brandenburg,Nauen,1
1C011A,Germany,Brandenburg,Prenzlau,1
1CO10A,Germany,Schleswig-Holstein,Norderstedt,1
1D012A,Germany,Baden-Wurttemberg,Lahr,1
1D012A,Germany,Lower Saxony,Varel,1
1D012A,Germany,North Rhine-Westphalia,Emsdetten,1
1D012A,Germany,Saxony-Anhalt,38899,1
1D013A,Germany,Lower Saxony,Melle,1
1D014A,Germany,Baden-Wurttemberg,(not set),1
1D014A,Germany,Saxony-Anhalt,38899,1
1D015A,Germany,Bavaria,Lenggries,1
1D015A,Germany,Brandenburg,Prenzlau,1
1D015A,Germany,Hamburg,Hamburg,1
1D015A,Germany,North Rhine-Westphalia,Solingen,1
1D015A,Italy,Lombardy,Milan,1
1D016A,Germany,Hessen,Frankfurt,1
1D017A,Italy,Lombardy,Milan,1
1D018A,Germany,Brandenburg,Zeuthen,1
1D018A,Germany,Thuringia,Horselberg-Hainich,1
1D020A,Germany,Baden-Wurttemberg,(not set),1
1D020A,Germany,Brandenburg,Prenzlau,1
1D020A,Germany,Hessen,Wiesbaden,1
1D020A,Germany,North Rhine-Westphalia,Hagen,1
1D020A,Germany,Rhineland-Palatinate,Mainz,1
1D020A,Germany,Schleswig-Holstein,(not set),1
1D020A,Greece,Attica,Athens,1
1D020A,Greece,Attica,Heraklion,1
1DO12A,Germany,Lower Saxony,,1
1DO12A,Switzerland,Grisons,Chur,1
1DO13A,Germany,North Rhine-Westphalia,Ascheberg,1
1DO15A,Italy,Lombardy,Milan,1
1DO20A,Germany,Lower Saxony,,1
1DO20A,Germany,Lower Saxony,Garrel,1
1DO20A,Germany,North Rhine-Westphalia,Gelsenkirchen,1
1E021A,Germany,Hessen,Frankenberg (Eder),1
1E021A,Germany,Hessen,Frankfurt,1
1E021A,Germany,Lower Saxony,Stuhr,1
1E021A,Germany,North Rhine-Westphalia,(not set),1
1E024A,Germany,Baden-Wurttemberg,(not set),1
1E024A,Germany,Berlin,Berlin,1
1E024A,Germany,Schleswig-Holstein,(not set),1
1E024A,Indonesia,Bali,Denpasar,1
1E026A,Germany,Bavaria,Marktheidenfeld,1
1E028A,Germany,Baden-Wurttemberg,(not set),1
1E028A,Germany,Bavaria,Munich,1
1F030A,Germany,Bavaria,Munich,1
1F034A,Germany,North Rhine-Westphalia,Solingen,1
1F034A,United States,New York,New York,1
1F036A,Germany,North Rhine-Westphalia,Emsdetten,1
1F036A,Germany,North Rhine-Westphalia,Essen,1
1F036A,Germany,North Rhine-Westphalia,Steinfurt,1
1F1007A,Germany,Thuringia,Horselberg-Hainich,1
1F1008A,Austria,Vienna,Vienna,1
1F1010A,Germany,Baden-Wurttemberg,(not set),1
1F1010A,Germany,Mecklenburg-Vorpommern,Boizenburg,1
1F1013A,Germany,Saarland,Neunkirchen,1
1F1016A,Italy,Lombardy,Milan,1
1F1020A,Italy,Piedmont,Vercelli,1
1F1021A,Germany,Baden-Wurttemberg,(not set),1
1F1021A,Germany,Baden-Wurttemberg,Heilbronn,1
1F1021A,Germany,Lower Saxony,Bramsche,1
1F1021A,Germany,North Rhine-Westphalia,Solingen,1
1F1021A,Germany,Saarland,Neunkirchen,1
1F1021A,Indonesia,West Java,16967,1
1F1022A,Germany,Bavaria,Bad Neustadt an der Saale,1
1F1022A,Germany,Thuringia,Ilmenau,1
1F1023A,Germany,Baden-Wurttemberg,Friesenheim,1
1F1023A,Germany,Baden-Wurttemberg,Ludwigsburg,1
1F1023A,Germany,Bavaria,Munich,1
1F1023A,Germany,North Rhine-Westphalia,Kreuztal,1
1F1023A,Germany,Saarland,Neunkirchen,1
1F1023A,United States,California,Los Angeles,1
1F1024A,Germany,Baden-Wurttemberg,(not set),1
1F1024A,Germany,Baden-Wurttemberg,Mannheim,1
1F1024A,Germany,Bavaria,Marktheidenfeld,1
1F1024A,Germany,Bavaria,Munich,1
1F1024A,Germany,Saxony-Anhalt,Coswig (Anhalt),1
1F1027A,Germany,Lower Saxony,Wiesmoor,1
1F1027A,Germany,North Rhine-Westphalia,Lindlar,1
1F1027A,Italy,Lombardy,Milan,1
1F1035A,United States,California,Shasta Lake,1
1F1042A,Germany,Thuringia,Horselberg-Hainich,1
1F1050A,United States,California,Shasta Lake,1
1F1052A,Germany,Mecklenburg-Vorpommern,Schwerin,1
1F1054A,Malaysia,Selangor,Shah Alam,1
1F1056A,Netherlands,Limburg,Weert,1
1G040A,Germany,Baden-Wurttemberg,Villingen-Schwenningen,1
1G040A,Germany,Mecklenburg-Vorpommern,Boizenburg,1
1G040A,Germany,Mecklenburg-Vorpommern,Schwerin,1
1G040A,Germany,Thuringia,Ilmenau,1
1H048A,Germany,Hessen,Frankfurt,1
1H056A-CDC,Taiwan,Taipei City,,1
1HO49A,United Kingdom,England,,1
1J073A,Philippines,Calabarzon,Antipolo,1
1K078A,Philippines,Bicol,Naga,1
200007A,Canada,British Columbia,Vancouver,1
200007A,United Kingdom,England,London,1
201A21A,United States,California,Los Angeles,1
201A21A,United States,Georgia,Atlanta,1
201A21A,United States,Oregon,(not set),1
202A212A,United States,Arizona,Scottsdale,1
202A21A,United States,Florida,Four Corners,1
204A21A,United States,Minnesota,Hastings,1
204A21A,United States,Mississippi,Columbus,1
204A2A,United States,Minnesota,Hastings,1
204A2IA,United States,Minnesota,Hastings,1
205A21A,United States,Georgia,Milledgeville,1
205A21A,United States,Tennessee,Brentwood,1
205A21A,United States,Texas,Dallas,1
205E23A,United States,Indiana,Indianapolis,1
205H21A,United States,Texas,Dallas,1
207A21A,United States,Florida,Miami,1
207A21A,United States,North Carolina,Charlotte,1
2100685_1110308,Slovenia,Ljubljana,Ljubljana,1
2100696_1110525,Slovenia,Ljubljana,Ljubljana,1
210075,Germany,North Rhine-Westphalia,Warendorf,1
211D21A,Nepal,(not set),(not set),1
211D21A,United States,Kentucky,Paducah,1
211D21A,United States,New York,Yonkers,1
212C21A,Philippines,Central Visayas,Cebu City,1
213A21A,South Korea,Gyeonggi-do,Anyang-si,1
214003,Italy,Piedmont,Turin,1
214006,Austria,Lower Austria,Krems an der Donau,1
214008,Germany,Bavaria,Landsberg am Lech,1
214008,Germany,Brandenburg,Prenzlau,1
214014,Italy,Lombardy,Milan,1
214017,Germany,North Rhine-Westphalia,Lunen,1
214020,Germany,Bavaria,Rosenheim,1
216044,Germany,Brandenburg,Prenzlau,1
216044,Germany,North Rhine-Westphalia,Rheine,1
216046,Germany,Baden-Wurttemberg,Mannheim,1
21C10-03,Italy,Piedmont,Turin,1
21C16-03,Netherlands,South Holland,Schipluiden,1
2298877,Germany,Brandenburg,Potsdam,1
3000042721,Spain,Community of Madrid,Madrid,1
300042698,Germany,Lower Saxony,Oldenburg,1
300042721,Austria,Vienna,Vienna,1
300042721,Germany,Hessen,Frankfurt,1
3000493,Finland,Pirkanmaa,Pirkkala,1
3000494,Germany,Baden-Wurttemberg,Reutlingen,1
3000495,Germany,Hessen,Frankfurt,1
3000496,Switzerland,Solothurn,Grenchen,1
3001176,Canada,Alberta,Calgary,1
3001176,Germany,Hessen,Frankfurt,1
3001177,Germany,Hessen,Frankfurt,1
