# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Batchcode Search Term
# 20230211-20230411
# ----------------------------------------

Land,United States,Germany,Canada,Italy,United Kingdom,Japan,Brazil,Australia,Poland,Austria,Hungary,Netherlands,Romania,France,Switzerland,Spain,Sweden,Philippines,New Zealand,Mexico,Gesamt
Batchcode Search Term,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl
214024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214028,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
214065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2145EE94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
214UC04W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214UCDO48Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214UCO4W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214VCD046W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214VCD047W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214VCD048Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214VCD060Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214VCD084W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214VCD092W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214VCD096Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214VCD100W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214VCD101Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214VCD102W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214VCD104Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214VCD115Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214VCDOF6W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215 VC 9160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215UCB133W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215V,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215VC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215VC9160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215VC91602,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215VCD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215VCD119W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215VCD126Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215VCD128W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215VCD129W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215VCD131Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215VCD144W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215VCD148Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215VCD152W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215VCD165W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215VCD168W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216036,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
216039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
216040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216041,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
216042,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21604Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216626020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216CVD192Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216UCDC200Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216V,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216VCD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216VCD019VA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216VCD192Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216VCD198W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216VCD215W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216VCDI92Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2172222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217A47A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217UCD2262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217VCD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217VCD242Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217VCO2222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218026,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218228500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218UCD248W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218UVO258U,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218VCD248W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218VCD249W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218VCD251W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218VCD255Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218VCD260W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
219072,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
219VCD267Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
219VCD280W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
219VCD282W ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21A21A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21C11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21C11-03 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21C13.03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21C16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21C16-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21C16-04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21C19-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21OVCD301W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21PUC036510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21PUC0365LU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21PUCO365W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21PUCQ365W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21PULD363X,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21PVCD362W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21PVCD363X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21PVCD365W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21PVCD390W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
221,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
221VAD032Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
221VADO32Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
223VCD067W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2243,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2246368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22463686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224636868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2246368685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22463686850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224636868508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22C11-03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2324,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2363673,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24220517327139759718A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
245029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2482231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2509210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251A21A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25620,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2595,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25A21A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
264214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2653BG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271VAD032Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2782,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27L20A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28225BA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28225BD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
282308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
282310D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
282316D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
282318D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28238D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28239D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28L20A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29A21A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2D6VCD1882,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2DF3DXXG#0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2IIA2IA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2LLA2L4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2PNCD270W,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30/30PA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300011TB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30002334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30002540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30004233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"300042722, 3002187",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300042723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30004285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30004951,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3001050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3001342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3001530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
300158P,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3001651000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3001652-CC01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3001655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30016S7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3001928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3001942,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300194329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3002021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3002022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3002026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3002189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30022183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
300226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3002331 9H,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3002539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3002542, 3003609",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3002542,3003609",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3002543,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300254628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3002615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300262,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3002649,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300291300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3002915,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3002918 3185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3002918/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3002918/ 3003185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3002919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3003183ABW4054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3003185 3002918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3003187,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3003602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3003650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3003660,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3003746,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30042,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3004218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
300422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3004225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3004230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3004493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3004498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3004666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3004727,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3004729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3004736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3005251,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3005266,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3005289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3005691,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3005695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3005703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3005784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3005836,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3005837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3005839,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3005877,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3005889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3005892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3006272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3006273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3006275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3006277,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3006290,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3006321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3006329,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3006329A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3006343,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300Z179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
301121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3011213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
301125QI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
301258A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
301308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3013084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30130AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30130NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
301328A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
301358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
301358a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30139BA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3014213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30154BA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3015513A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3015585A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30155T3A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30155TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30172113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3017213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
301A21A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
301A21B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30308D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3033,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30380777700688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
304217P,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
305687,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30891 TB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3092186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
310184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
310258A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31043 TB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
310458D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31045BG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31045BS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31101TB ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
311A21A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3143685,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
317705P,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
317708P,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
317710P,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
317711P,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31942,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
319747 P,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
319747P,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3201DBD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32020BD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
320210787,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
